"","time","hpv10","hpv20","hpv35","hpv50","batt"
"1",2020-01-01 01:00:00,1.50767486007056,13.611174795519,8.29866399082534,0.238927093568726,1
"2",2020-01-01 01:10:00,1.49171419957698,13.5083111028623,8.18971925705559,0.25235097449986,0.999302163293789
"3",2020-01-01 01:20:00,1.56462099181824,13.6440893099307,8.04395219848552,0.240442109113361,0.998604326587578
"4",2020-01-01 01:30:00,1.48766627513334,12.9570705816222,8.09545990599362,0.239424945239087,0.997906489881368
"5",2020-01-01 01:40:00,1.43790340671675,13.1086098029458,7.62820252402642,0.241829217435509,0.997208653175157
"6",2020-01-01 01:50:00,1.45514939309364,13.0262827743684,7.40338747292089,0.228784260371534,0.996510816468946
"7",2020-01-01 02:00:00,1.45613983752208,12.5398812247584,7.87754418572736,0.22639629368199,0.995812979762736
"8",2020-01-01 02:10:00,1.43153418912513,12.8795817822033,7.55511917652291,0.229199641933402,0.995115143056525
"9",2020-01-01 02:20:00,1.46166173192045,12.218219159523,7.39712916409408,0.237783727588617,0.994417306350314
"10",2020-01-01 02:30:00,1.38159346527365,12.1142950562671,7.32036712329877,0.224996968643888,0.993719469644103
"11",2020-01-01 02:40:00,1.35605854273397,11.9819187140588,7.34511424699735,0.224578815741727,0.993021632937893
"12",2020-01-01 02:50:00,1.38480088719937,11.6861405630895,7.18339242062768,0.214914475244645,0.992323796231682
"13",2020-01-01 03:00:00,1.33088322177577,12.0972964381565,6.93979199606392,0.217118811314414,0.991625959525471
"14",2020-01-01 03:10:00,1.27042957244802,11.8092052767914,6.89811980297717,0.212050424565776,0.99092812281926
"15",2020-01-01 03:20:00,1.25384495525134,10.9454844381794,6.64793955668649,0.215863727383102,0.99023028611305
"16",2020-01-01 03:30:00,1.26733070205224,11.485631893151,6.90817926915496,0.197911491561427,0.989532449406839
"17",2020-01-01 03:40:00,1.20813837527763,10.8431730371671,6.43054501845803,0.194004930868014,0.988834612700628
"18",2020-01-01 03:50:00,1.18470571398227,10.3302838299652,6.53592765730543,0.191532658541879,0.988136775994417
"19",2020-01-01 04:00:00,1.15525148349256,10.0956822236482,6.28141526128531,0.187813922746703,0.987438939288207
"20",2020-01-01 04:10:00,1.16365167384902,10.1970363899597,6.2305107899248,0.180687616160315,0.986741102581996
"21",2020-01-01 04:20:00,1.12284312501091,9.62737829327439,5.80316308287734,0.171823080015992,0.986043265875785
"22",2020-01-01 04:30:00,1.07044776586013,9.75192731390072,5.58562286747379,0.172647434123064,0.985345429169574
"23",2020-01-01 04:40:00,1.04790595122137,8.55126261943196,5.38335710177288,0.168774079715138,0.984647592463364
"24",2020-01-01 04:50:00,0.974733590253403,9.23844309849373,5.41153278465225,0.155148312454745,0.983949755757153
"25",2020-01-01 05:00:00,0.999391405286734,8.81462795054901,5.24670901881062,0.161673710032585,0.983251919050942
"26",2020-01-01 05:10:00,0.947067476450263,8.70668594852722,5.00810698399153,0.157322527272248,0.982554082344731
"27",2020-01-01 05:20:00,0.920895562201231,8.3680483510075,4.64204590698555,0.145764314626759,0.981856245638521
"28",2020-01-01 05:30:00,0.827810573954407,7.79774954880416,4.87071424761203,0.138117800404769,0.98115840893231
"29",2020-01-01 05:40:00,0.888775255726004,6.93500554054335,4.6287470092911,0.134196908375142,0.980460572226099
"30",2020-01-01 05:50:00,0.824134488254193,6.97994909983343,4.31911020844683,0.133590253691813,0.979762735519888
"31",2020-01-01 06:00:00,0.795965967424474,7.06114985320665,4.08998263083185,0.130859964482526,0.979064898813678
"32",2020-01-01 06:10:00,0.73779302285461,6.60669229547092,4.27132296797344,0.110381913161482,0.978367062107467
"33",2020-01-01 06:20:00,0.677066776593021,6.19659470350508,3.83370618777632,0.117056382206672,0.977669225401256
"34",2020-01-01 06:30:00,0.661873494899263,6.42271586113874,3.45490412993624,0.103786315821365,0.976971388695045
"35",2020-01-01 06:40:00,0.640804757883209,5.68903079848103,3.3885586721389,0.0991249070402787,0.976273551988835
"36",2020-01-01 06:50:00,0.6321851563746,5.23047373469304,3.21059407353593,0.103143317012398,0.975575715282624
"37",2020-01-01 07:00:00,0.59381935962186,4.85261218601851,2.9214165793905,0.0868168179933806,0.974877878576413
"38",2020-01-01 07:10:00,0.529459536687517,4.92840208952999,2.8707067751458,0.0931381496638558,0.974180041870202
"39",2020-01-01 07:20:00,0.485324208879692,4.41268500310153,2.82534139517288,0.0920236825632161,0.973482205163992
"40",2020-01-01 07:30:00,0.473822708512019,3.67610136095481,2.49745700899616,0.08138845541062,0.972784368457781
"41",2020-01-01 07:40:00,0.47415897682994,4.15747853145185,2.11653399790953,0.0726968309324002,0.97208653175157
"42",2020-01-01 07:50:00,0.420001960527875,3.47148322636374,2.16977852519841,0.0750058550259895,0.971388695045359
"43",2020-01-01 08:00:00,0.353327211897408,3.46991586971168,1.96259557941775,0.0585498139694789,0.970690858339149
"44",2020-01-01 08:10:00,0.369049549114998,3.23627097523237,1.79404611479631,0.0543654452599811,0.969993021632938
"45",2020-01-01 08:20:00,0.329494806786883,3.21989338942366,1.94832712221081,0.0552432906225983,0.969295184926727
