"","time","hpv10","hpv20","hpv35","hpv50","batt"
"1",2020-01-01 01:00:00,1.6603812502335,14.2032436316874,8.33278713413586,0.216930432041444,1
"2",2020-01-01 01:10:00,1.60586807387737,14.0650492393145,8.09332192592766,0.214686740011987,0.999302163293789
"3",2020-01-01 01:20:00,1.62164515513241,14.3209997416788,8.16376339863314,0.208720978858207,0.998604326587578
"4",2020-01-01 01:30:00,1.70827296706608,13.9458981943642,8.10867169912409,0.202901655285129,0.997906489881368
"5",2020-01-01 01:40:00,1.59853208231792,13.9611981711853,7.90891716169913,0.202132926011817,0.997208653175157
"6",2020-01-01 01:50:00,1.59403627358104,14.4893942135331,8.01393791631254,0.202057404027658,0.996510816468946
"7",2020-01-01 02:00:00,1.56147060650535,13.25593005727,7.9649302488662,0.198462668611824,0.995812979762736
"8",2020-01-01 02:10:00,1.52412371649619,13.7196895200721,8.08294041211754,0.19981049900056,0.995115143056525
"9",2020-01-01 02:20:00,1.53505562225116,13.5161738617522,8.01444545121071,0.202715174673659,0.994417306350314
"10",2020-01-01 02:30:00,1.47324515242712,12.7398610318408,7.61292299010532,0.197408860612443,0.993719469644103
"11",2020-01-01 02:40:00,1.43115813566749,12.6694645131918,7.71993861884234,0.18861659874858,0.993021632937893
"12",2020-01-01 02:50:00,1.46073710225813,12.9018473393849,7.32901238101669,0.183820549420548,0.992323796231682
"13",2020-01-01 03:00:00,1.40081606699232,12.1601908972092,7.10882509810522,0.18953712835978,0.991625959525471
"14",2020-01-01 03:10:00,1.38385102072733,12.4676915778496,7.27024472442251,0.179259465639485,0.99092812281926
"15",2020-01-01 03:20:00,1.3623006275057,12.0106302577065,6.82735658900385,0.172859118460357,0.99023028611305
"16",2020-01-01 03:30:00,1.37548828991974,12.0190264490065,6.87970718841438,0.174684032772657,0.989532449406839
"17",2020-01-01 03:40:00,1.31154157879741,11.1370972544625,6.65438265356057,0.169595603595993,0.988834612700628
"18",2020-01-01 03:50:00,1.31897279701046,11.0711498114104,6.54386161606716,0.16422961796646,0.988136775994417
"19",2020-01-01 04:00:00,1.24312738196384,11.3614046234806,6.31979219628572,0.164763705670362,0.987438939288207
"20",2020-01-01 04:10:00,1.27154234666405,10.9229392446356,6.25282269375158,0.157549605714084,0.986741102581996
"21",2020-01-01 04:20:00,1.24419818230248,10.3080698571935,6.22527763571992,0.146614672538369,0.986043265875785
"22",2020-01-01 04:30:00,1.15792054626069,10.4386971062306,5.48725993538284,0.153637922236274,0.985345429169574
"23",2020-01-01 04:40:00,1.0892299396684,9.98648900204045,5.45040890802229,0.145477485717962,0.984647592463364
"24",2020-01-01 04:50:00,1.12819374443829,9.47292174370541,5.5811804334963,0.141463716207674,0.983949755757153
"25",2020-01-01 05:00:00,1.06105318695546,8.76187154304965,5.49354644185732,0.127087800296512,0.983251919050942
"26",2020-01-01 05:10:00,1.06965274447994,8.73727491508311,5.22055777435553,0.1286877168424,0.982554082344731
"27",2020-01-01 05:20:00,0.981408667698525,8.39924108558419,5.27512278941403,0.123725521927487,0.981856245638521
"28",2020-01-01 05:30:00,0.913605343446855,8.17432713551956,4.87384598309297,0.12450201483007,0.98115840893231
"29",2020-01-01 05:40:00,0.950422937940791,8.27120202815331,4.4817738041793,0.121727422335479,0.980460572226099
